Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Publisher,Date Published,Year Published,Genre,Edition,Editor,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Original Title,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Top Cat,,,,Lois Ehlert,"Ehlert, Lois",,,,Houghton Mifflin Harcourt,,2001,Juvenile Fiction,,,"Top cat rules the house until an unexpected box from the humane society arrives with someone new, and cute, inside, and at first, Top cat does not want to share the house with the new addition, but he soon learns that two cats can be lots of fun. Reprint. 25,000 first printing.",,,,,,,,36,,,,,English,,,,9780152024253,0,0,,Unread,,,,,,,0,,,,2018/05/02 20:03:59.956560015,,,,,,WFOds3dOcPIC,,0,,
Millions of Cats,,,,Wanda Gág,"Gág, Wanda",,,,Penguin,,2006,Juvenile Fiction,,,"Once upon a time there was an old man and an old woman who were very lonely. They decided to get a cat, but when the old man went out searching, he found not one cat, but millions and billions and trillions of cats! Unable to decide which one would be the best pet, he brought them all home. How the old couple came to have just one cat to call their own is a classic tale that has been loved for generations. Winner of a Newbery Honor, this collector's edition—featuring a heavy interior stock, spot gloss and embossing on the cover, and a thread-sewn binding—will bring this beloved tale to a whole new generation of readers.",,,,,,,,32,,,,,English,,,,9780142407080,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:30:06.982367038,,,,,,ml8lDwAAQBAJ,,0,,
Gus Explores His World,,,,Olivier Dunrea,"Dunrea, Olivier",,,,Houghton Mifflin Harcourt,,2015,Juvenile Fiction,,,"Gus loves to be by himself. He explores the whole barnyard, taking in the world around him all on his own. Until he finds three small eggs. His perfect companions might be inside! How long will they take to hatch?The latest character to join Olivier Dunrea's growing gaggle of adorable goslings has a self-assured independence that preschoolers are sure to identify with!",,,,,,,,32,,,,,English,,,,9780547867618,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.133684992,,,,,,os3tBgAAQBAJ,,0,,
Charlie Plays Ball,,,,Ree Drummond,"Drummond, Ree",,,,HarperCollins,2015/03/24,2015,Juvenile Fiction,,,"Charlie the Ranch Dog trades in nap time for game time in this sporty adventure by Ree Drummond—#1 New York Times bestselling author, Food Network star, and The Pioneer Woman herself. With expressive illustrations by Diane deGroat, a new delicious recipe from Ree Drummond, and the hilarious antics of Charlie, this picture book is a slam dunk!Life on the ranch means lots of time outside, either helping out with the cattle or tossing around a ball with the family. From football to soccer to basketball, Charlie’s ready to jump into the game and take his team to victory. But Charlie’s favorite part of sports comes after the winning goal when everyone breaks for a postgame meal. He may be more of a benchwarmer when it comes to athletics, but Charlie will always be the MVP of dinnertime!",,,,,,,,40,,,,,English,,,,9780062297525,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.129569053,,,,,,lcd-oAEACAAJ,,0,,
Look at the sky,,,,Rhéa Dufresne,"Dufresne, Rhéa",,,,,,,,,,,,,,,,,,24,,,,,,,,,9781554517633,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.127969026,,,,,,,,0,http://images.amazon.com/images/P/155451763X.01Z.jpg,
Matilda's humdinger,,,,Lynn Downey,"Downey, Lynn",,,,Knopf,,2006,,,,,,,,,,,,,,,,,,,,,9780375824036,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.125357985,,,,,,,,0,http://images.amazon.com/images/P/0375824030.01Z.jpg,
Let's Draw Things That Go,,,,Kasia Dudziuk,"Dudziuk, Kasia",,,,Rosen Publishing Group,2016/12/15,2016,,,,"Sports cars, trains, and airplanes are just some of the vehicles young readers can learn to draw by following step-by-step instructions. Through accessible text and clear images of each step, readers are shown how to draw a wide variety of popular things that go. Each series of instructions also includes a colorful illustration of the finished product to give readers an example as they create their own drawings. Action-packed works of art featuring helicopters, police cars, and submarines are just a few simple steps away!",,,,,,,,32,,,,,English,,,,9781499481860,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.120098948,,,,,,TMhgvgAACAAJ,,0,,
Shoe baby,,,,Joyce Dunbar,"Dunbar, Joyce",,,,Candlewick Press,,2005,,,,,,,,,,,,,,,,,,,,,9780763627799,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.117759943,,,,,,,,0,http://images.amazon.com/images/P/0763627798.01Z.jpg,
All the Awake Animals Are Almost Asleep,,,,Crescent Dragonwagon,"Dragonwagon, Crescent",,,,"Little, Brown Books for Young Readers",2012/10/02,2012,Juvenile Fiction,,,"My little one, lay down your head.It's time to doze, it's time for bed.You tell me, ""I'm not sleepy now.""""Just try,"" I say. You ask me, ""How?""In this lyrical animal ABC book, a mother tries to tuck her child in for the night by telling him about all the awake animals that are getting sleepy. From antlered Antelope to zzz-ing Zebra, this alphabet of animals becomes an exquisite celebration of language and nature, just right for lulling even the most wide-awake little ones into a cozy, soothing slumber.",,,,,,,,40,,,,,English,,,,9780316070454,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.113299012,,,,,,1Gp2tgAACAAJ,,0,,
Cats sleep anywhere,,,,Eleanor Farjeon,"Farjeon, Eleanor",,,,HarperCollins Publishers,,1996,,,,,,,,,,,,,,,,,,,,,9780060273347,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.110944986,,,,,,,,0,http://images.amazon.com/images/P/0060273348.01Z.jpg,
City Chicken,,,,Arthur Dorros,"Dorros, Arthur",,,,HarperCollins,2003/01/21,2003,Juvenile Fiction,,,Tongue-in-cheek puns and quirky illustrations put a fresh spin on the classic tale of the country mouse and the city mouse--this time with chickens who wonder if the grass is greener on the other side. Full-color illustrations.,,,,,,,,40,,,,,English,,,,9780060284824,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.105216979,,,,,,ehyP-mcKsdUC,,0,,
"Hello, Sun!",,,,Dayle Ann Dodds,"Dodds, Dayle Ann",,,,Dial Books for Young Readers,,2005,Juvenile Fiction,,,"Unsure of what to expect every time she opens her door, a young girl can't seem to figure out what to wear as the weather changes so abruptly each and every time she and her cat attempt to venture outside, in an amusing picture book about some very unpredictable seasons.",,,,,,,,32,,,,,English,,,,9780803728950,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.99810957,,,,,,JsRaAAAAYAAJ,,0,,
Animal Tracks,,,,Arthur Dorros,"Dorros, Arthur",,,,Scholastic,,1991,Animal tracks,,,Simple text and a guessing-game format help young readers to identify the animals in the forest by looking at their tracks. A good addition to nature study collections.--School Library Journal.,,,,,,,,40,,,,,English,,,,9780590433679,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.94092965,,,,,,XYrCQgAACAAJ,,0,,
My Name Is Elizabeth!,,,,Annika Dunklee,"Dunklee, Annika",,,,Kids Can Press Ltd,2011/09/01,2011,Juvenile Fiction,,,"Meet Elizabeth. She's got an excellent pet duck, a loving granddad and a first name that's just awesome. After all, she's got a queen named after her! So she's really not amused when people insist on using nicknames like ?Lizzy? and ?Beth.? She bears her frustration in silence until an otherwise ordinary autumn day, when she discovers her power to change things once and for all. In the process, Elizabeth learns about communication and respect --- and their roles in building better relationships with family and friends. The two-toned illustrations reflect the story's energy and sass, and the comic-book-like format makes it easy to follow. The cheeky, retro drawings also keep it real --- depicting the sometimes-feisty Elizabeth as a resolutely normal kid --- whether she's flossing her teeth or feeding her pet duck.",,,,,,,,24,,,,,English,,,,9781554535606,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.86051940,,,,,,a6VRzM4YISgC,,0,,
The Curious Kid's Science Book,100+ Creative Hands-On Activities for Ages 4-8,,,Asia Citro,"Citro, Asia",,,,Innovation Press,,2015,FAMILY & RELATIONSHIPS,,,"What happens if you water plants with juice? Where can you find bacteria in your house? Is slug slime as strong as a glue stick? How would your child find the answers to these questions?  In The Curious Kid's Science Book, your child will learn to design his or her own science investigations to determine the answers! Children will learn to ask their own scientific questions, discover value in failed experiments, and -- most importantly -- have a blast with science. The 100+ hands-on activities in the book use household items to playfully teach important science, technology, engineering, and math skills. Each creative activity includes age-appropriate explanations and (when possible) real life applications of the concepts covered. Adding science to your at-home schedule will make a positive impact on your child's learning. Just one experiment a week will help build children's confidence and excitement about the sciences, boost success in the classroom, and give them the tools to design and execute their own science fair projects.",,,,,,,,224,,,,,English,,,,9781943147007,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.80577969,,,,,,1oxQrgEACAAJ,,0,,
How Much Is a Million?,,,,David M. Schwartz,"Schwartz, David M.",,,,Harper Collins,1985/05/17,1985,Juvenile Nonfiction,,,"This book reveals how big a bowl would be needed to hold a million goldfish, or how many years it would take to count to a million.",,,,,,,,40,,,,,English,,,,9780688040499,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.75479984,,,,,,6bwabAPYM7YC,,0,,
Boo Hoo Bird,,,,Jeremy Tankard,"Tankard, Jeremy",,,,Scholastic Inc.,,2009,Juvenile Fiction,,,"Bird and Raccoon are playing ball, when Bird gets bonked on the head. ""Boo hoo hoo!"" he cries. What will make Bird feel better? A kiss? A cookie? A bandaid? Bird's friends Raccoon, Rabbit, Beaver, Sheep, and Fox are full of sweet and funny ideas. Perfectly pitched and hilariously imagined, this charming story about a universal experience will put a smile on the face of every child who has suffered a boo-boo and every parent who has struggled to come up with just the right way to give comfort.PRAISE FOR GRUMPY BIRD:- BORDERS' ORIGINAL VOICES PICK- REP PICK- FEATURED ON SCHOLASTIC'S CORPORATE CHALLENGE T-SHIRTS""Now, there is a story worth telling."" --The LA Times ""Tankard's deceptively simple tale is a useful tonic for moody kids -- and their parents -- but the best thing about it is the comic perfection of Bird's face as he marches along in a fury."" --The Wall Street Journal* ""The message that your friends still love you even when you're in a bad mood -- and that a good walk and some companionship can do wonders -- shines through."" --Quill & Quire, starred review""A good addition to story times with themes of emotions or imagination."" --School Library Journal""Tankard's illustrations alone will cheer up any bad mood.""--Parent & Child""Keep this energetic picture book in mind for wee storytime members."" -Kirkus Reviews""His appealing title and cover close-up of the hero say it all: this uncomplicated paper-over-board book describes a common condition and a way out of a bad mood for surly birds, whatever their species."" -Publisher's Weekly",,,,,,,,32,,,,,English,,,,9780545065702,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.70211052,,,,,,wNDsqOKoSWoC,,0,,
Ollie,,,,Olivier Dunrea,"Dunrea, Olivier",,,,Houghton Mifflin,,2003,Juvenile Fiction,,,"Friends Gossie and Gertie are waiting and waiting for Ollie to hatch. They try poking, listening, even sitting on top of his egg--but Ollie just won't come out. Ollie is Ollie and he will decide when it's time to hatch. Fans of Gossie and Gossie and Gertie will find Ollie just as charming and delightful as the first two books. Any toddler that has had to wait for a new brother or sister will find Ollie irresistible.",,,,,,,,32,,,,,English,,,,9780618339280,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.65732002,,,,,,-Z8wmAEACAAJ,,0,,
Mr. Postmouse Takes a Trip,,,,Marianne Dubuc,"Dubuc, Marianne",,,,Kids Can Press Ltd,2017/04/04,2017,Juvenile Fiction,,,"Mr. Postmouse and his family are going on vacation! Of course, heÍll need to bring along a few parcels. After all, ña postmouseÍs rounds are never done!î Traveling by hot-air balloon, cruise ship and even by camel, the intrepid mouse family treks around the world, from the forest to the sea, the desert to the ice field, finding adventure, new discoveries and animal friends at every stop. And all along the way, Mr. Postmouse never misses a delivery! Kids will want to pack their bags and tag along. TheyÍve never seen a vacation quite like this one!",,,,,,,,24,,,,,English,,,,9781771383547,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.60899019,,,,,,_8CdDQAAQBAJ,,0,,
Charlie goes to school,,,,Ree Drummond,"Drummond, Ree",,,,Harper,,2013,,,,,,,,,,,,,,,,,,,,,9780062219206,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.57944059,,,,,,,,0,http://images.amazon.com/images/P/0062219200.01Z.jpg,
Penguin,,,,Polly Dunbar,"Dunbar, Polly",,,,Candlewick Press,,2007,,,,,,,,,,,,,,,,,,,,,9780763634049,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.54087042,,,,,,,,0,http://images.amazon.com/images/P/0763634042.01Z.jpg,
Yoga games for children,"Fun and fitness with postures, movements, and breath",,,Danielle Bersma,"Bersma, Danielle",,,,Hunter House Publishers,,2003,,,,,,,,,,,,146,,,,,,,,,9780897933896,0,0,,Unread,,,,,,,0,,,,2018/04/30 07:29:40.21098017,,,,,,,,0,http://images.amazon.com/images/P/0897933893.01Z.jpg,
The Cat on the Dovrefell,A Christmas Tale,,,"translated from the Norse by Sir George Webbe Dasent, illustrated by Tomie de Paola","Dasent, translated from the Norse by Sir George Webbe",,,,Putnam,,1979,Christmas stories,,,The trolls pay Halvor an annual Christmas visit until they encounter a great white cat.,,,,,,,,32,,,,,English,,,,9780399206856,0,0,,Unread,,,,,,,0,,,,2018/04/10 11:59:52.502524971,,,,,,iDPWGwAACAAJ,,0,,
The Legend of the Indian Paintbrush,,,,Tomie dePaola,"dePaola, Tomie",,,,Penguin,1996/04/16,1996,Juvenile Fiction,,,"In spring, the hills and meadows of Texas and Wyoming are ablaze with the reds, oranges, and yellows of the Indian Paintbrush. How this striking plant received its name is told in an old Indian legend.Many years ago, when the People traveled the Plains, a young Indian boy had a Dream-Vision in which it was revealed that one day he would create a painting that was as pure as the colors of the evening sky at sunset. The boy grew up to become the painter of the tribe, but although he found a pure white buckskin for a canvas and made paints from the brightest flowers and the reddest berries, he could not capture the sunset.How the young Indian artist finally fulfills his Dream-Vision is lovingly told and illustrated by Tomie dePaola, in words and pictures that capture the spirit and beauty of this dramatic legend.",,,,,,,,40,,,,,English,,,,9780399548215,0,0,,Unread,,,,,,,0,,,,2018/04/10 11:59:22.831274986,,,,,,nFuZCwAAQBAJ,,0,,
The Kids' Cat Book,Read-Aloud Edition,,,Tomie dePaola,"dePaola, Tomie",,,,Open Road Media,2013/06/18,2013,Juvenile Fiction,,,"This warmly illustrated picture book is full cats—and lots of cat facts!Did you know that:- Some cats do not have tails?- The ancient Egyptians worshiped cats as gods?- Some cats have curly hair, like poodles? Even their whiskers are curly!Granny Twinkle knows everything there is to know about cats. When Patrick visits to pick out a free kitten, he ends up knowing everything, too. After you read this picture book by Tomie dePaola, you’ll know a lot about cats! This fixed-layout ebook, which preserves the design and layout of the original print book, features read-along narration by the author.",,,,,,,,32,,,,,English,,,,9781480411364,0,0,,Unread,,,,,,,0,,,,2018/04/10 11:58:53.263705015,,,,,,lYxi3iMWlQAC,,0,,
